Movie Title,url,imdb_id,Release,Genres,Cast,Crew,Ratings,Votes,Plot,Popularity,Age of Content
Jallad No. 1,https://www.imdb.com/title/tt0354662,354662,None,"['Action', 'Drama']","['Ishrat Ali', 'Dharmendra', 'Shakti Kapoor']","['Kanti Shah', 'O.P. Goyle']",4.6,30.0,"Shankar (Dharmendra) is an executioner at a local police station. He lost respect for his job, as he was forced to execute an innocent man, who was framed by the Underworld for committing the murder of a Police Commissioner. He quit his job and was unable to find jobs at other places, as the employers were concerned about their own safety. In a desperate need for money, he approached Shinde (Shakti Kapoor) for a job. Shinde, with the help of Senior Inspector Dolkar was involved in the trade of arms. Shinde framed Shankar for his deeds and was arrested by Inspector Arjun (Kiran Kumar). The court sentenced him to prison. Since then, vengeance against the criminals was Shankar's prime objective.",2.3004285714285713,NaN
Shabnam (1964),https://www.imdb.com/title/tt0155161,155161,None,"['Action', 'Adventure', 'Comedy', 'Drama', 'Thriller']","['Mehmood', 'L. Vijayalakshmi', 'Sheikh Mukhtar']","['Aspi Irani', 'Akhtar-Ul-Iman', 'Usha Khanna', 'Dali Daruwala', 'Kamlakar Karkhanis']",5.4,24.0,A masked man attempts to foil attempts to replace the regions' queen with a look-alike.::rAjOo (gunwanti@hotmail.com),2.700342857142857,NaN
Sauda ,https://www.imdb.com/title/tt0395748,395748,03 Feb 1995 (India),['Romance'],"['Sumeet Saigal', 'Neelam Kothari', 'Vikas Bhalla']","['Ramesh Modi', 'Sudhakar Bokade', 'Aadesh Shrivastava', 'Gufi Paintal']",3.8,30.0,"Deepak (Vikas Bhalla) and Jyoti (Neelam Dharamdas) are in love, against her wealthy father's wishes. When Seth Dharamdas (Dalip Tahil) has Deepak assaulted, Jyoti rebels and marries him. They move in with his sister, Asha, and her husband, Madan, who is an investment banker. On request of Shakti Singh (Kiran Kumar), he invests two and a half million in real estate, only to find out he has been swindled out of the money. Deepak sells his ancestral property, only to be robbed. The funds must be replaced in 24 hours, when they meet Prakash (Sumeet Saigal). He makes an indecent proposal to Jyoti, spend one night with him in exchange for the money.::L. Y. Hostrawser",1.9004285714285714,26 years
Baali Umar Ko Salaam,https://www.imdb.com/title/tt0363455,363455,18 Feb 1994 (India),"['Action', 'Comedy', 'Drama', 'Romance']","['Kamal Sadanah', 'Tisca Chopra', 'Sudha Chandran']","['Vasant R. Patel', 'Rajshree Biswas', 'Nawab Arzoo', 'Bappi Lahiri', 'Damodar Naidu', 'Keshav Naidu']",4.2,32.0,"Rahul lives a wealthy lifestyle in Mumbai along with his dad, Banwarilal Ansimal and mom, and is a big disappointment to his parents. They want him to get married, he refuses, and gets grounded. Shortly thereafter, Banwarilal finds out Rahul has managed to escape, and launches a search for him. A few months later, Rahul telephones his mother, that he is alive and well, and has found a sweetheart, Nikita, who he wants to marry. His mother accepts this and wants him to return home immediately. Neither know that Banwarilal does not approve of his son choosing a bride on his own, and has already made arrangements with his wealthy Himachal Pradesh-based childhood friend, Jaalan, for Rahul's marriage.::rAjOo (gunwanti@hotmail.com)",2.100457142857143,27 years
Chauraha,https://www.imdb.com/title/tt0346733,346733,08 Apr 1994 (India),"['Action', 'Crime', 'Drama']","['Jeetendra', 'Jackie Shroff', 'Jaya Prada']","['Sadaqat Hussein', 'Arun Shirodkar', 'Tahir Khan', 'Laxmikant Shantaram Kudalkar', 'Kamal Bose', 'Prashant Khedekar']",4.0,29.0,"After being framed for a murder in childhood, a young man returns to his former neighbourhood and resolves to rid it of crime.::Soumitra",2.0004142857142857,27 years
Krishna Arjun,https://www.imdb.com/title/tt0400584,400584,31 Oct 1997 (India),['Drama'],"['Jeetendra', 'Vivek Mushran', 'Upasna Singh']","['Shailendra Shukla', 'Pawan Sethi', 'Arun Pranay']",6.6,28.0,"Sharda Yadav is the widow of Ramnath, who was a freedom fighter. Now she lives a poor but very respectable lifestyle with her two sons, Krishna and Arjun, in a small rural town in India. Years pass by, Krishna and Arjun have both grown up. Krishna and his mom would like to send Arjun to Bombay to study and become a professional. Accordingly, Arjun travels to Bombay, where he resides in a hostel, meets a beautiful collegian named Punam, and both fall in love with each other. Then Arjun gets devastating news of the passing away of his mother. He travels home and finds that nothing is the same anymore, for Krishna has been arrested, found guilty of brutally raping and then killing a young school-teacher widow by the name of Meera, and unable to bear this shock of this disgrace, his mother has passed away. Arjun must now meet with Krishna and find out what had happened after he left town, and whether there is any truth to Krishna's crime.::rAjOo (gunwanti@hotmail.com)",3.3004,24 years
Abhilasha (1968),https://www.imdb.com/title/tt0138994,138994,None,"['Drama', 'Romance']","['Meena Kumari', 'Nanda', 'Sanjay Khan']","['Amit Bose', 'Ramniklal J. Dave', 'Satish Bhatnagar', 'Rahul Dev Burman', 'Aloke Dasgupta', 'Jayant Adhikari']",6.8,31.0,A soon-to-be-married army officer faces rejection after he finds he was adopted as a child.::rAjOo (gunwanti@hotmail.com),3.400442857142857,NaN
Luckhnowi Ishq,https://www.imdb.com/title/tt4594848,4594848,03 Apr 2015 (India),['Drama'],"['Adhyayan Suman', 'Karishma Kotak', 'Mukesh Khanna']","['Aanand Raut', 'Raaj Aashoo', 'Saravanan Elavarasu', 'Harkirat Singh Lal']",7.1,25.0,"Prem (Adhyayan Suman) a medical student from Delhi happens to visit Lucknow for his friends wedding and falls in love with Sunaina (Karishma Kotak) from Lucknow. It is love at first sight and Prem wants to marry Sunaina, he even fights her brother Krishna who shares a close bond with his sister Sunaina. Prem swears to marry Sunaina in the next 10 days and does marry her. However, on the first night of the marriage he leaves Sunaina and comes back to Delhi. Prem is depressed and is not able to concentrate on work when Prof. KK (Sharad Saxena) scolds him and later consoles him and asks him to focus on his studies since he is a very bright student and the prof. wants him to top the MBBS exams. At Sunaina's home every one is very upset and Sunaina decides that she would find Prem and bring him to justice and stop the entire families suffering. She swears that she would only come back once she finds Prem. Its this Luckhnowi feel to the movie and love story between Prem and Sunaina and Prof. KK Playing Love guru which gives the movie a pleasant feel.",3.5503571428571425,6 years
Chand Aur Suraj,https://www.imdb.com/title/tt0059023,59023,01 Jan 1965 (India),"['Crime', 'Drama', 'Mystery']","['Ashok Kumar', 'Dharmendra', 'Nirupa Roy']","['Dulal Guha', 'Ganga Chitra', 'Salil Choudhury', 'M. Rajaram', 'Keshav Nanda']",6.4,29.0,"After a disgraced man's accidental death, the lives of his family change drastically when they receive money from his insurance company.::rAjOo (gunwanti@hotmail.com)",3.200414285714286,56 years
Saiyan ,https://www.imdb.com/title/tt0130989,130989,None,"['Drama', 'Family', 'Romance']","['Madhubala', 'Ajit', 'Sajjan']","['M. Sadiq', 'Azm Bazidpuri', 'Sajjad', 'Moosa Mansoor']",7.0,25.0,"An unusual, tragic saga of star-crossed lovers and a family caught in the calamitous backwash of a forsaken romance. An orphaned village girl is given shelter in a respected home and wooed by the two sons of the family. This, combined with the headstrong, impulsive nature of the younger son, leads to a uniquely disastrous three-way relationship that ruins and ultimately destroys the family.::Hrishi Dixit <hrishi@slb.com>",3.5003571428571427,NaN
Achha Bura,https://www.imdb.com/title/tt0244380,244380,17 Sep 1983 (India),['Drama'],"['Amjad Khan', 'Ranjeet', 'Raj Babbar']","['Hrishikesh Mukherjee', 'Deepak Parashar', 'Sachin Bhowmick', 'Usha Khanna', 'Jaywant Pathare', 'Khan Zaman Khan']",6.7,26.0,"Mohammad Sher Khan is a Pathan who has re-located to India from Afghanistan and befriends Phagwara-born Veer Singh. Both are quite naive, they steal a truck from a businessman who has 20 such trucks, get into a fight, are arrested, and jailed. They are let out for good behavior, go to live in Chaurasiya Chawl, and lease a truck for a living. There they become popular when they oust the local goon Jaggu Dada. Then a Catholic Anglo-Indian, Rosy, comes to live there. Both friends mock and make fun of her, but then all three become fast friends. When Rosy falls ill, both come to her rescue and ensure that she recovers. They find out that she is the nanny of a wealthy young woman named Rita Roy, and they also find out that Rita has fallen in love with wealthy Ravi Lala, both want to get married but Ravi's dad wants a huge dowry. Sher Khan and Veer Singh come up with a scheme to get the young lovers gets married - but the scheme has many flaws: it does not involve Rosy at all; it may end up seeing the duo back behind bars; as well as Ravi getting married to a woman of his dad's choice.::rAjOo (gunwanti@hotmail.com)",3.3503714285714286,38 years
Muqabla (1979),https://www.imdb.com/title/tt0079589,79589,26 Mar 1979 (India),"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']","['Sunil Dutt', 'Shatrughan Sinha', 'Rajesh Khanna']","['Rajkumar Kohli', 'Raja Desai', 'Faiz Saleem', 'Laxmikant Shantaram Kudalkar', 'Baldev Singh']",6.5,28.0,"Sheru (Shatrughan Sinha) and Vicky (Sunil Dutt) are two gangleaders. After a series of complications and mishaps both realize that they will be better off being friends and helping the poor and needy. They also fall in love with two separate women, one of them is Lacho (Reena Roy). When these two turn good guys, the bad guy's leader Banwanri (Ranjeet) gets angry and vengeful. Fortunately, for our two heroes get support from a honest police inspector (Premnath). Then Sheru finds out that Lacho really loves Vicky and his son, this embittered them both against each other. And the two again resume their old rivalry and hatred for each other.::rAjOo (gunwanti@hotmail.com)",3.2504,42 years
Jeene Ki Arzoo,https://www.imdb.com/title/tt0361770,361770,None,"['Drama', 'Thriller']","['Mithun Chakraborty', 'Rati Agnihotri', 'Chandrashekhar']","['Rajashekhar', 'M. Kumaran', 'Bappi Lahiri']",5.9,26.0,A vendetta rages between two families. Neither ghosts nor snakes nor humans can escape the carnage.::Kiran Mascarenhas,2.9503714285714286,NaN
Khudai,https://www.imdb.com/title/tt0400577,400577,None,['Drama'],"['Rajesh Khanna', 'Madhavi', 'Deepika Chikhalia']","['Johny Bakshi', 'Usman Khan', 'Jagjit Singh', 'Anil Sehgal', 'A. Habib']",5.9,26.0,"Raj Anand is a Bollywood movie director and lives a wealthy lifestyle with his wife, Padmini, and only son, Varun. He is respected and liked in the industry and is known to be a man of honesty and principles. He feels that Varun should make a debut in one of his movies, which he decides to call ""Nagar Vadhu"" (Prostitute), and hopes to cast a well-known Bollywood actress, Sakhi Swami, opposite Varun in the female lead role. The only problem is that Varun dislikes acting, but when Raj persuades him, he changes his mind, and agrees to act in this movie. Varun meets with Sakhi, and both are attracted to each other. This does not auger well with Raj and he puts a stop to the production immediately. It is then that Varun finds out that his principled father has been known to have an illicit relationship with Sakhi. How will this knowledge help him overcome the wall of mistrust that has now arisen between his dad, himself, and Sakhi.::rAjOo (gunwanti@hotmail.com)",2.9503714285714286,NaN
Kohraam,https://www.imdb.com/title/tt0363747,363747,None,['Action'],"['Sadashiv Amrapurkar', 'Mahesh Anand', 'Brahmachari']","['Kuku Kohli', 'Bappi Lahiri']",5.5,28.0,,2.7504,NaN
Sharafat Chod Di Maine,https://www.imdb.com/title/tt0381585,381585,29 Jun 1976 (India),['Drama'],"['Feroz Khan', 'Hema Malini', 'Neetu Singh']","['Jagdev Bhambri', 'Madan Mohan']",5.8,26.0,"Raju and Preetha are in love.But he is disappointed when she marries another man due to pressure from her father. Raju can't take the betrayal an treats everyone women as playing thing.Raju moves to the city and befriends Kalu who introduces him to Rai Sahab who runs illegal activities.Rai Sahab soon becomes fond of Raju due to his activities . Preeta passes away after giving birth to her daughter Radha.Preetha's father hands the baby girl Radha and his younger daughter Geeta in care of Preetha's husband who well educates them.Rai Sahab whose turning older hands his empire to Raju and since then he gets title of Rai Sahab.Years later Geeta grows up to be lookalike of her older sister Preetha while Radha is student in love with Shyam.Geeta runs a ashram for unwed pregnant girls.At a fund-raising show for Geeta's ashram, Radha performs a dance which her mother used to perform in the village. Raju, is a generous donor to the ashram, is in the audience and memories flood him.Where he gets attracted to much younger Radha.::alex.mjacko@mypeepul.com",2.9003714285714284,45 years
Chicken Curry Law,https://www.imdb.com/title/tt7189494,7189494,09 Aug 2019 (India),['Drama'],"['Natalia Janoszek', 'Ashutosh Rana', 'Makrand Deshpande']","['Shekhar Sirrinn', 'Jagdish Dharma Dhalpe', 'Suresh Beesaveni', 'Shadab Khan', 'Mukesh Chhabra']",5.5,32.0,An ambitious and innocent girl falls prey to the power of money and politics.,2.750457142857143,2 years
Sunehra Sansar,https://www.imdb.com/title/tt0276542,276542,None,"['Drama', 'Family']","['Rajendra Kumar', 'Mala Sinha', 'Hema Malini']","['Adurthi Subba Rao', 'A.S.R. Anjaneyulu', 'Inder Raj Anand', 'Naushad']",5.4,26.0,"Shankarlal's dying wife asks his younger brother, Chandrashekhar, to marry an orphan named Laxmi, to which Chandrashekhar reluctantly agrees. They do get married, and soon have three children, a girl and two boys. Chandrashekhar's elder brother, Madhu, triumphantly returns home as the local District Collector, & marries wealthy Chamanlal's daughter, Shobha, while Ravi is romancing his beautiful neighbor, Neelu. Things look pretty good for this family, when the mill where Chandrashekhar is employed with goes on strike. The mill-owner sells the mill to Rani Padmavati, who first of all wants Chandrashekhar to be fired before she can even consider the workers' demands. The workers go on an indefinite hunger strike until Chandrashekhar decides to quit his job and re-locates to the city to look for work. In the meantime, misunderstandings crop up between Shobha and the rest of the family, and she and Madhu leave the house to live with Chamanlal. Chandrashekhar is unable to find any employment as Rani Padmavati refuses to give him a reference and on the contrary uses her influence to ensure that he never gets employed. Crestfallen and defeated, Chandrashekhar returns home to find out that the Rani had colluded with the local money-lenders and has taken over their land and property. Then the police arrest Chandrashekhar on the complaint filed by the Rani on the charge of stealing from his former employer. On the verge of losing her ill son, Laxmi, now penniless, must now find out why Rani Padmavati has taken it upon herself to ruin this family,::rAjOo (gunwanti@hotmail.com)",2.7003714285714286,NaN
Jaanoo,https://www.imdb.com/title/tt0359492,359492,30 Oct 1985 (India),"['Drama', 'Family', 'Romance']","['Jackie Shroff', 'Kushboo', 'Rati Agnihotri']","['Jainendra Jain', 'Laxmikant Shantaram Kudalkar', 'Siba Mishra', 'Hussain A. Burmawala']",5.3,26.0,A love triangle that involves a poor TV repairman and two women who both hail from affluent families.,2.6503714285714284,36 years
Mera Karam Mera Dharam,https://www.imdb.com/title/tt0215987,215987,02 Jul 1987 (India),['Drama'],"['Dharmendra', 'Moushumi Chatterjee', 'Johnny Walker']","['Dulal Guha', 'Tapan Chatterjee', 'Shafiq Ansari', 'Laxmikant Shantaram Kudalkar']",5.5,29.0,"Ajay Shankar Sharma and his mom, Shivani, live a poor lifestyle until one day when Shankar's maternal uncle, Deviprasad, comes to visit them and bequeaths a a large estate and wealth for their well-being, on the condition that they improve their home-town Sundergarh, the responsibility of which lies on Deviprasad's son, Sarjuprasad. Ajay and his mom agree to do so. Shortly thereafter his mom and Deviprasad pass away. Ajay manages the Bombay-based business, and frequently sends large sums of money to Sarjuprasad for the development of roads, and a new school building. He then receives a number of anonymous letters informing him that Sarjuprasad has not been putting the money to good use. Ajay decides to pay Sundergarh a visit, and is shocked to find that the money has been misappropriated. He decides to work with the villages to build a new school building. This does not auger well with Sarjuprasad, who vilifies Ajay's name, making him look like a big city Casanova. Matters do not improve when Ajay is caught red-handed with a local village belle named Mala, and it is no secret that Ajay has a girlfriend by the name of Neela. Under the circumstances, the villagers believe that Ajay is here merely to molest village belles, and refuse to have to do anything with him. What will make the villagers see the light? Where has Sarjuprasad been spending all the money?::rAjOo (gunwanti@hotmail.com)",2.7504142857142857,34 years
Chowkidar,https://www.imdb.com/title/tt0429776,429776,None,['Drama'],"['Sanjeev Kumar', 'Yogeeta Bali', 'Vinod Khanna']","['Shyam Ralhan', 'Gopal Ralhan', 'Madan Mohan']",5.3,26.0,"Chowkidar in English is ""watchman"" or in looser terms, custodian of village security.......... Rural India in the 'seventies still had a dynamic that traces its roots to hereditary large land ownership called Jagir; and the master of the Jagir is called Jagirdar...... Typically the Jagirdar had wealth, guns and thugs to enforce his will on the people of the village...... Typically the Jagirdar owned everything that he casts his eyes on, including nubile women of the village..... His silky partner in crime is usually the money-lender who smoothly extracts property, jewellery and other assets from the simple farmers, or for that matter share-croppers, when their crops fail, or some other event upsets their precarious financial condition................ This is a story of feudalism in it's raw state. Since this film is a product of the seventies, horse drawn carts (tonga) and a certain simplicity of the village folk is exploited by the Jagirdar and his cohorts..... In comes the only son of the money-lender, a doctor (Sanjeev Kumar)who initially obtains goodwill by curing people, and providing financial assistance for recovery....... But then the long arm of the Jagirdar, his ability to incite the villagers develops the plot of the movie....... With his thugs,he is able to frame the Chowkidar, the doctor and threaten the well being of two women......... The Jagirdar has to deal with the sins of his father, and will he be able to be a man, acknowledge the crime of his father is the story that is pretty much worth a watch.::mg-gopalan",2.6503714285714284,NaN
Chakkar Pe Chakkar,https://www.imdb.com/title/tt0357533,357533,None,"['Action', 'Comedy', 'Crime']","['Shashi Kapoor', 'Rekha', 'Pran']","['Ashok Roy', 'S. Jagdish Chandra', 'Suridh Kar', 'Anandji Veerji Shah', 'Nando Bhattacharya', 'Bal Korde']",5.6,35.0,A Bollywood actor goes on the run after being suspected of killing a movie producer.::rAjOo (gunwanti@hotmail.com),2.8005,NaN
Aaj Ke Angaare,https://www.imdb.com/title/tt0363407,363407,None,"['Action', 'Drama']","['Hemant Birje', 'Archana Puran Singh', 'Om Shivpuri']","['Babbar Subhash', 'Mayyar Jehan', 'Bappi Lahiri', 'Mangesh Chavan']",5.0,28.0,"Priya is a school-teacher in Love Dale High School, and has approximately 11 children in her classroom. One day they decide to participate in a inter-school competition and travel out of town. Their bus is stopped by a group of masked men, and all of them are taken captive, held for ransom in an isolated location. Priya and the children manage to escape, but are caught and imprisoned in an underground cave. Through a snake-hole they manage to escape, this time aided by one of the masked men, and find shelter with a kind-hearted Forest Officer Ranjit Singh and his wife Jaswanti. The masked bandits follow them, locate them, kill the masked man, Jaswanti and Ranjit Singh, finally managing to entrap them. Looks like all ways of escape are closed to Priya and her school-children, and they may be taken, held hostage until the bandits receive their ransom, and thereafter possibly get killed.::rAjOo (gunwanti@hotmail.com)",2.5004,NaN
Mahaveera ,https://www.imdb.com/title/tt0366739,366739,15 Jul 1988 (India),['Action'],"['Krishna A.R.', 'Salma Agha', 'Raj Babbar']","['Naresh Saigal', 'Ashok', 'Anandji Veerji Shah', 'S. Ramachandra', 'Padmakar Nirbhavani']",4.8,34.0,"Dharam Kissan is a poor farmer, who lives in rural India with his family consisting of his pregnant wife, a son, Deepak alias Deepu. The lecherous and cunning Thakur Amrit Singh would like to take over Dharam's cultivated plot of land but he refuses to give up this land and is knifed to death by the Thakur with his wife giving birth to a daughter, Dolly in the process. Due to the poverty of the family both brother and sister are unable to afford an education so Dolly decides to take up employment as a maid in Thakur Sher Singh mansion in order to send Deepu abroad to take police training. In the mean-while Sher Singh attempts to sexually molest Dolly but her luck hold out and she run off with a bandit, Delar Singh only to become an outlaw - not only to evade her poverty but to avenge the austerities mediate out to her and her family. When Deepu return as a police officer his first assignment is to arrest his sister much to his shock as he had never associate his sister of having any connection with unlawful activities.::gavin (racktoo@hotmail.com)",2.4004857142857143,33 years
Mahaguru (1985),https://www.imdb.com/title/tt0363787,363787,26 Apr 1985 (India),"['Action', 'Comedy', 'Crime', 'Drama']","['Gulshan Grover', 'Shafi Inamdar', 'Jeetendra']","['S.S. Ravichandra', 'U.S.N. Babu', 'Gyandev Agnihotri', 'Bappi Lahiri', 'D. Prasad Babu', 'Gopal Rao K.']",5.0,27.0,"Naag Raj Darbari and his associate Shyam Kumar Talwari rule over a small community in India with an iron hand. When former military officer, Subhash, comes home to his mother and sister, he is appalled at the conditions that the community is living in, and decides to do everything possible to improve their lot. This gets him in the bad books of Darbari and Talwari, who recruit a hit-man named Mahaguru to deal with Subhash. Mahaguru confronts Subhash, and severely beats him up, resulting in Subhash being crippled for life. Shortly thereafter, Mahaguru rescues Subhash's sister from some men who were molesting her. Village belle Basanti, a close friend of Subhash, decides to have a go at turning Mahaguru around. She starts a friendship with him, finds out his name is really Vijay, and he does respond positively and becomes attracted to her. This leaves Subhash free to assist the community, thus angering Darbari and Talwari all the more. They abduct Subhash and hold him prisoner, and then instruct Mahaguru to do away with him. Will Basanti's influence change Mahaguru? Or will he just act for anyone who gives him money?::rAjOo (gunwanti@hotmail.com)",2.500385714285714,36 years
Haisiyat,https://www.imdb.com/title/tt0262458,262458,17 Aug 1984 (India),"['Action', 'Drama', 'Romance']","['Jeetendra', 'Jaya Prada', 'Pran']","['Dasari Narayana Rao', 'Shrikant Nahata', 'Anjaan', 'Bappi Lahiri', 'S.V. Srikanth', 'Venkataratnam D.']",4.8,34.0,"A union leader marries his employer, but subsequently gets embroiled in labor/management disputes.::rAjOo (gunwanti@hotmail.com)",2.4004857142857143,37 years
Bada Kabutar,https://www.imdb.com/title/tt0069759,69759,06 Jul 1973 (India),"['Action', 'Comedy', 'Crime']","['Ashok Kumar', 'Deven Verma', 'Nikhilesh']","['Deven Verma', 'Akhtar-Ul-Iman', 'Rahul Dev Burman']",5.0,33.0,"In order to extract a huge sum of money from underworld don, Dharamdas, Mama Rampuri and his nephew, Bhola and others kidnap Dharamdas' child, not knowing that Dharamdas' love for money is far greater than his love for his child, and that Dharamdas himself is quite capable of kidnappings and murder himself.::rAjOo (gunwanti@hotmail.com)",2.5004714285714287,48 years
Angaara,https://www.imdb.com/title/tt0115541,115541,None,"['Action', 'Crime']","['Sadashiv Amrapurkar', 'Suresh Bhagwat', 'Hemant Birje']","['Anil Ganguly', 'Rajani Ganguly', 'Dilip Sen']",4.7,36.0,"Sagar is a young man who lives with his mom, Saraswati, a college-going brother, Vishal, and a school-going sister, Chutki, in a town in India. His father had abandoned them years ago and his whereabouts are unknown. Also unknown to his family, Sagar uses different disguises to steal money and jewelery from Dhaniram Koilewala, and a illicit liquor supplier, Pascal. A perplexed Dhaniram and irritated Pascal asks a gangster, Honda Dada, for help. Honda assigns two men for this job, Chotu and Jackie, and they find out that the person who has been pulling these tricks is an older male with a mustache, who continues to elude them at will. Then Sagar comes across a man named Om Prakash who tells him that his father is still alive, and he would be willing to take him along to meet him. Sagar dislikes his father, but decides to accompany Om Prakash. Sagar will soon find out that Om has an ulterior motive, but by that time it will be too late, and he will find that not only his life. but the life of his family, will be at stake - especially when Honda and his men find out who Sagar really is.::rAjOo (gunwanti@hotmail.com)",2.350514285714286,NaN
Meraa Ghar Mere Bachche,https://www.imdb.com/title/tt0359685,359685,23 Aug 1985 (India),"['Drama', 'Family']","['Raj Babbar', 'Smita Patil', 'Meenakshi Sheshadri']","['Chander Vohra', 'L.V. Prasad', 'Jainendra Jain', 'Laxmikant Shantaram Kudalkar', 'Apurba Kishore Bir', 'A. Sanjeevi']",4.7,27.0,"Kanpur-based, pregnant Geeta Bhargav lives a wealthy lifestyle with her husband, Balwant, and three children: Shrikant, Arun and Usha. Her alcoholic and womanizing husband is arrested for killing a bodyguard of a Courtesan and is sentenced to 20 years in prison. She is then accused of luring men into her house and is asked to move on. Homeless, on the verge of starvation, she is unable to feed her family, and Usha passes away. She decides to become a widow, gets shelter, a job, and has Shrikant enrolled in a hostel. Then her luck changes when she is adopted by wealthy J.S. Archarya, and gives birth to Kirti. She explains her situation to Archarya, who wills her his entire estate and subsequently passes away. Years later, Geeta will face more challenges when she will be accused by Archarya's associates of having an affair with an unknown male, and also be forced to deal with Arun, who is involved with the daughter of a prostitute.::rAjOo (gunwanti@hotmail.com)",2.3503857142857143,36 years
Zakhmi Sher,https://www.imdb.com/title/tt0262933,262933,None,"['Action', 'Thriller']","['Jeetendra', 'Dimple Kapadia', 'Amrish Puri']","['Dasari Narayana Rao', 'Tutu Sharma', 'Laxmikant Shantaram Kudalkar']",4.4,31.0,"Honest and diligent Major Vijay Kumar Singh is called back from active duty to attend to the funeral of his mother. He declines as he has to be present on the front as well as inspire others. When he returns home, he grieves for his mother, and sets about finding a suitable groom for his unmarried sister. He finds out that Reshmi is in love with a male, and he goes to talk to this male's father. The father, Lala, agrees to the marriage, provided Vijay marries his mentally retarded daughter, Anandi. Vijay instantly refuses, but when he finds out that his sister is pregnant, he agrees to marry Anandi. Then circumstances force him to be a witness in two crimes - one an arson set deliberately, and the other about a drunk driver who crushes some people asleep on a city footpath. In both the cases, the Judge dismisses the matters. Confused and hurt by a system that is unable to punish the guilty, he ponders on what is going to happen to his country. Then he comes to know that his mother did not die but was murdered and he sets out to find the person(s) responsible for this. Vijay does not trust the police now, and knows that they will let the guilty go unpunished, and sets out to hunt them down one by one - until he comes across the male who actually killed his mother - none other than a holy man named Swami Kashinath Singh - a man who claims to be his biological father, and a man who claims that killing his wife was a mistake. What will Vijay next action be? Will he be objective enough to punish his father for this heinous crime, or will emotion overwhelm him from making any decision.::rAjOo (gunwanti@hotmail.com)",2.2004428571428574,NaN
Moojrim,https://www.imdb.com/title/tt0374066,374066,17 Sep 1970 (India),"['Action', 'Crime', 'Musical', 'Mystery']","['Joy Mukherjee', 'Kumud Chuggani', 'Dev Kumar']","['Kewal Misra', 'Rajkumar Kohli', 'Charandas Shokh', 'Manohar Lal Sonik', 'B. Gupta', 'Shyam Rajput']",4.4,28.0,"Gopal is a gold-medalist race-car driver. One day while driving, he witnesses a girl screaming for help atop an under-construction building, he charges up the stairs, gets into a scuffle with two her two assailants, beats them up, and upon seeing that the girl has fled, he leaves. Shortly thereafter, he is arrested by the Police for killing one of the men. Gopal claims his innocence, but the Police state that they have evidence, his gold medal, which was found next to the dead body. While being transported to jail, Gopal manages to escape, and is aided by a truck driver, Ganga Singh, and his sister, Manju. Eventually both Manju and Gopal fall in love with each other while on the run from both the police and a powerful goon named Gangaram, who wants Gopal dead at any and costs. Gopal encounters an assortment of characters, and finds out he cannot really trust anyone as no one is who they claim to be.::rAjOo (gunwanti@hotmail.com)",2.2004,51 years
Himmatwala (1998),https://www.imdb.com/title/tt2008530,2008530,12 Dec 1998 (India),['Action'],"['Tinnu Anand', 'Beena Banerjee', 'Mithun Chakraborty']","['Jayant Gilatar', 'A. Krishnamurthy', 'Tanveer Khan', 'Tabun Sutradhar']",4.5,30.0,"Himmatwala is a 1998 Hindi film, directed by Jayant Gilatar. The film stars Mithun Chakraborty and Ayesha Jhulka in lead roles. The story revolves around a boy who returns from the city to avenge his father being falsely implicated by the landlord. He sets his plan in motion to clear his father's name not knowing the landlord has a trap set for him. Watch the full movie Himmatwala online, only on Eros Now.",2.2504285714285714,23 years
Do Numbri,https://www.imdb.com/title/tt2008498,2008498,01 Jan 1998 (India),['Action'],"['Mithun Chakraborty', 'Sneha', 'Sadashiv Amrapurkar']","['T.L.V. Prasad', 'Liyaqat Siraj', 'Sayed Sultan', 'Tabun Sutradhar']",3.8,28.0,"Raju And Dumru Are Friends. Raju's sister Madhu gets impregnated by Arun. When they give a proposal for their marriage, Arun's sister Ganga, Yamuna and Saraswati and he Ensures that they also get pregnant . Now it is very difficult for Raja to marry all three of them. Finally Raja discloses their fault.Arun marries Madhu. Finally it is revealed that only Ganga is pregnant.",1.9003999999999999,23 years
Dil Ka Doctor,https://www.imdb.com/title/tt0405873,405873,None,['Comedy'],"['Anupam Kher', 'Mahmud Babai', 'Nimai Bali']","['Avtar Bhogal', 'Bappi Lahiri']",3.5,28.0,"Dr. Dilbagh is a leading Cardiologist in Bombay. He runs his own clinic as well as visits patients in Dr. Vora's Polyclinic. His secretary/receptionist is the attractive Komal, while a young and attractive patient, Rani, would like to seduce him. Add to this, he has a doting teenager named Dolly, who loves him with all her heart. Dr. Dilbagh also likes Dolly, but has unfortunately lied to her that he is already married and unhappy with his wife. His attempts to tell Dolly the truth are in vain, so he asks Komal to pose as his wife until such time he is able to win Dolly's heart. Komal agrees to do so - with hilarious results.::rAjOo (gunwanti@hotmail.com)",1.7504,NaN
